,text,sentiment
244,yani orası hala masadadaha aşağılar ortamda güçlü ihtimal bizde sürekli bunu yazıp çiziyoruz ama bakdenyaptıbtc basan adamadolar verirgünde kere tarz girip çıksahaftayabtc kazanırtabi bunu yapmak gözü kara olmak gerek,1
245,o kadar dönem varken neoliberal dönemin yükselişine denk geldikartık olmayan para üzerinden aracı bile olmadan para kazanıyorbkzbitcoin,1
246,yabancı semayeyi ezmek pumplamış olabilirmisiniz,1
247,döngü aynı dongu zaman aynı zaman değil btc bir zamank inmeyecekbin dolara çıkmayacak dersem yanlış olur inşallahk inerdebtc alırım,1
248,evx btc kötüyken güzel haberler veriyor boğa sezonu geldiğinde muazzam bir çıkış bekliyorum ,1
249,abi eventleri var hemde grafikleri müsait ben yarı btc yarı iki coinde bekliyorum btc bi hıyarlık yapmazsa alırız kısmet olursa,1
250,justin yine yazdıyine uçuracak şimdi yavaş justin,1
251,hocam sayende btc miktarını iyice yükselttim teşekkür ederim,1
252,benşubattan beridirk nin altını beklemedimbunu söyledimşimdi yeni dip beklemediğimi tekrar söylüyorumzaten dikkat edin btcşubattan beridir geniş bir aralıkta yatay sayılırher an k atak başlayabilir bence ,1
253,beklemeye devam btc asilik yapmazsa yolunda,1
254,bitcoin ’ in piyasa hakimiyeti arttıbitcoin,1
255,cami formasyonu tamamyakında uçuş başlar qlcbtc,1
256, den x sho tpyaş gençleştirdi beni,1
257, elfzrx ikisinde yön yukarı sabırlı olun güzel kazanç elde edersinizbtc ye paralel olarak dalgalanmalar söz konusudur ,1
258,başkanım bende btc açısından dedim orda sebtc toparlanması altprty baslayabilir,1
259,subliminal mesaj bitcoin alın diyor uçacak diyor,1
260,benpelinabtcye söyledim güzel insan geçen yine bir tanesinden çıkış yaptıktan sonra yükselmiştid,1
261,kar ediyorsanız yine bana borçlusunuz bilginiz olsunelimden çıkardım pump yedid,1
262,merhaba dostlar airdrop maceramıza başlamamızın üzerinden kısa bir zaman geçmiş olmasına rağmen güzel cointokenler yakaladıkbu süreçte bizimle yürüyen yeni başlayan arkadaşlarımıza bol kazançlar dilerimumarım btcnin yükselişiyle cüzdanlar to the moon olur,1
263,efenim ben almadığım sürece çıkışına devam edeceğini x x filan yapacağını düşünüyorumdua edin ben yürür filan almayayım herkese bol kazançlar dilerim ,1
264,demek elden çıkarmak pumplandıd,1
265, btc günlük grafikte daralan üçgenin sonuna yaklaştıkkırılmanın yukarı yönlü olmasını umut etsem takip etmekte stoplu beklemekte fayda görüyorum bitcoin,1
266,btc dönüş sefer hacimde iyi durumda sabah sabah tertemiz yüksek hacim var güzel güzel olacak sefer hadi bakalımmmm devam devammmmmmmmmmm,1
267,trxbtc hacim rekor var ula rekorrrrrrr ether halt etmi yanında bugün hahahahahahabtce atarsa kendini değme keyfime beeeee,1
268,çift dipyükselişbtceth,1
269,btc bugünseviyelerine doğru ufak bir toparlanma olacaksonrasında düşüş büyük ihtimalle devam edecekbu arada xvg den güzel bir hareket bekliyorum,1
270,ripple bitcoin çıkışları yakın bir zamanda başlayacak,1
271,yürü bakim tosunum btc çalıştır qm yi dibin dibindesaatlikte yaptın ver gelsinlere endamını görelim yavru ceylanım benim ,1
272,yürü benim tosunum tron yürü ulan btc destek at gelsin bugünhareketi insafsızlık yapma ulennnnnnnnnnntronda py hareketi var küçüklerin el gitmiyor alıma aslanım tron yardır bakim sabah sabah bi ekmek çıksın senden,1
273,tabii etkili ürün kendi içinde dönüşümünü tamamlıyor bitcoin bence düşüşünü bitirdi biraz yataylıktan sonra yükselişe başlayacaktır ,1
274,grafikte görüldüğü üzere bitcoin şuanda apex tabir ettiğimiz üçgen formasyonlarının tam orta noktası olan çizgiyi saatlerdir kırmaya çalışıyorkendisini ema ma hareketli ortalamalarının üstüne atması fiyat artışı olumlu civarını test ettikten sonra yukarıya ,1
275,günaydın talihsiz kripto para yatırımcıları panik yokherşey güzel olacakyakıcı güneş gidecekay doğacak,1
276,arkadaşlararasıtrx alım uygungünü gelipxvg fırladıktan sonra vay efendim söylemedin etmedin demeyin arasına düştüğünden orta vadeli alabilirsiniz demiştim zatentrenin son vagonuna atlayanbtc sayısını arttırırbol şanslartrontwittercombabakriptostatus …,1
277, dolardanbtc alındıdakika içinde,1
278,bitcoin artık business gazetesinin üst sol köşesinde listeleniyor,1
279, btc kisa gunler icindeustune cikacaktirbunu favlayin iyi hatirlaticam size ,1
280,bence single çıkışı btc pump yapar,1
281,cevap sağolunozaman sabretmekgüzelbtc artıyor emlak fiyatları düşüyortaşlakuştabi btc yükselirsekesin konuşmayalım,1
282,en güvenli bitcoin geliyor,1
283,bitcoinden kâr sağladım ,1
284,sizin ufak pumplar yaptım altçılar beğendiniz mipoetrxltcbtcethxlmdgbxrppoetrxltcbtcethxlmdbgxrp,1
285,herkesin piyasadan ümidi kesildiğinde bencebitcoin küllerinden doğacakyine şahsi fikrim kısa bir süre içerisinde gerçekleşir ,1
286,kanada ’ bitcoin saltanatı httpowlydurrhcnt,1
287,yorumları okudum tek tek adeta bir coin ailesi olmuş güzel btc ninmilyar milyon dolar olduğu günlerde yaşamak dileğiyle hepi börtdey,1
288,ben bilimi severimcardano piyasada sevdiğim coinbitcoin i geçebilecek bir kral yok olmayacakbu piyasaya bayılıyorumbitcoin hayattır ,1
289,bitcoin borsalarında güzel hacim artışı oldu hafta kanaatimce topluyorlar şuan bir aşağı bir yukarı,1
290, btc kuş olmuş uçmaya hazırlanıyor twittercommanwithnonamestatus …,1
291, bin dolardan bir andabin dolara çıktı bunun geri dönüşü sağlıklı düzeltmesi elbet olacaktı bunlar bittiğinde benk gelmesi gerek olduğunu düşünmekteyim gelecekte btc yi tutamicaklar,1
292,btc iyidir ,1
293,bitcoin günlük mumlardagündüradeta çanakkale geçilmezi oynuyor ,1
294,halkalı şeker cam fistikkk üstüne cevizli sucukkk kaldirdik btc gelgelllll,1
295,tek çare bitcoin abe,1
296,bitcoin işinde para var diyorlar ,1
297,risk aldim x yaptim çıktım oh misctrcentrabtc,1
298,hocm kusıra bakmayın araştırdımamabuşamadım exit pump paralarını çekerken oluşan geçici pumpyani eski haline geri mi gelecek oluyor,1
299,karı görünce satın abibtc satılmaz diyenler milleti kadar dibe soktu,1
300,açıkçasıaltından aldığım bcpt bana kazandırdı ,1
301,zamanındakeşkealsaydımontbtcontology,1
302,aman durmasın,1
303,evet benimde beklentim yüksel tabi btc izin verirse,1
304,tabiki bir gün btc oraları görecek,1
305, bitcoinbtc son yükselişin iştahıyla yeni borsayla tanışan insanlar a koydu piyasanın,1
306, xvgvergecurrency gene yukselecek ,1
307,show must go onmesaj bitcoin olabilirya bana öyle geldi ,1
308,allah bizim ömrümüzden alıp sana veriyor,1
309,şimdi sizebtc hakkındaki öngörümü bir flood halinde tek grafikte basitleştirilmiş olarak anlatmaya çalışacağımkalbinizi kırmış sizi derinden üzmüş olabilirama güneşli günler gerçek ,1
310,herkes trendi takip ediyorgoogleda bitcoin aramalarindaki azalistan belli son durumtekrar aralıksız çıkışa gecsin insanlar hücum edecekdüşükken almak lazım,1
311,yessss zamannn dansssss işlem hacmi artıyor,1
312,bitcoin almak güzel bir gün ,1
313,param olsada bitcoin alsam kesin yükselicek,1
314,btcyi dumpluyor şerefsizgeçen k da iken aynısını yaptı ,1
315,çok iyi yerden almışsınızgeçebileceğini ön görüyorum sürdürebildiniz kadar tutun derim ,1
316,ne olaydı btc olayıte popülaritesibaşı olaydıparam vardıi̇mkbde batirmamistimah ulen ahhhh,1
317,bitcoin ünlü girişimciye göre uzun vadede halen mükemmel bir yatırım aracıkoinbultenicombitcoinunlugirisimciyegoreuzunvadedehalenmukemmelbiryatirimaracihtmlutmsourcetwitterb …,1
318,hocam zamana kadarbtc hedefim var güzel fırsatlar piyasa bitmiyor yeterki stratejiyi güzel bir şekilde belirleyelim ,1
319, long bekle,1
320,bitcoin ölmüyor ölecez yakında artık sıktı,1
321,bitcoin ünlü girişimciye göre uzun vadede halen mükemmel bir yatırım aracı,1
322, lere dokunabilir ancak yenibtc hedefiarasıdırkur eth hedefiarasıdırkurtahmin önümüzdekisaati kapsar bekliyorumdevamıgelmedikçe başka tahminim yok,1
323, bitcoin gücünü korumaya çalışıyor,1
324,crytoları yüzden seviyorum,1
325, yi kırmasını bekleseydin long,1
326, btc yukarı yönlü bir tırmanışa girecek bulur kısa zamandasaateth atağa kalkınca sinyaller tamam olacak ,1
327,beğeniyorum kapattığın yerden longlanır onun derdindeyim,1
328, burhaneliacik burhan bey verdiğiniz röportaj sizin geçmişi olan bir insana göre bende hayal kırıklığı yarattı açıkcası blockchaini değerli kılan bitcoinin ta kendisidirbitcoin bugün patlasa yarın blockchain denen teknolojiden eser kalmaz ,1
329,neyse kelleyi kurtardı ,1
330,bir kripto atasözü derkipara altlarda btc sen kralsın panik yaptırma yeter millete ,1
331,dün önerimi yapmıştım zaman boştabtc bulundurun twittercomberkinovystatus …,1
332,bitcoin deki yükselişler maalesef göstermelik k lara düşme ihtimali ağır basıyorbitcoinkriptopara,1
333,destek bulup yukarı devam edebilir,1
334,para kazanamayacakları korkuyorlarçok yakında kağıt paralar tarih olacakavrupa btc yi kıskanıyor,1
335,bunun geri dönüşü elbet olacaktı olun yakında gelecek güzel günleri görün btcbin dolara düşerse yapın edin biraz almaya calisin,1
336,çin abd savaşı durulunca btc hortlayacak zaman,1
337,btcnin gelecekte düzgün sağlıklı bir şekilde yukselmesi düşüşler gerekmektediraksi halde yukselmesi btc kötü olandir suank düşmesi demek kadar büyük bir fırsatın bir gelmeyeceği demekbin dolardanbin dolara yükseldi bir anda,1
338,evet admin girdikden sonra bitcoin yükselişe başlamışd,1
339, bitcoinaltı öngörümüz tuttuğuna göre k hedefine giden yolda beklentilerimi yazacağım,1
340,aklıma geldi eylül ekim tam tarihi hatırlamıyorum bine düşecek birçok kişiye aldırmadı btcbine gitti öylece arkasından baktılaradam twitteri terk etmek zorunda kaldı ,1
341,bence yön yukarı btc toparlar toparlamaz,1
342,bir başka kahve eşliğinde bitcoin keyifi twittercomsonerpirdoganstatus …,1
343, ncash ucusunubitcoin duraklatti guveniyorum ilk firsatta ucacak ilk coin,1
344,diyorum bitcoin kadar güzel dönüş yaptı,1
345,vay be yürüyor,1
346,ky böyle şortlamaya devam ettiği müddetçe btc düşmez ,1
347, den toplamaya başlamıştım binance kampanyası cok güzel olduuuu yüzümüz güldü,1
348,bi bitcoin kupası hayal etmiştimd boğadan sonra kutlama yapar havalara kaldırırızd twittercomhardforkstatus …,1
349,bakın şo olmuş sonolduğunda ekim ayı idi btcdolar idioradan e çıkardılar btc yio bear olanlarinşokontratı kuş oldu uçtu yine kuş edeceklerkontratı,1
350,bitcoin ’ in intrinsic value ’ sundan bahsetmiyoruz bile,1
351,bir sene sonra aynı btc villa alırsınız inşallah,1
352,konulmaz zira bitcoinapple,1
353,btc gel babana gellllllllll yükselen kama üstünde obo kamatürlüde kırıldı sabah sabah sağ omuzu attın gel babana gelllllllllllll acımıycam sefer sana basıcam shortu basıcam shortu hehehehehe,1
354,ünlü yatırımcıgoldman sachs gibi bankaların i̇şin i̇çine girmesi bitcoindeki likiditeyi arttıracakkoin bülteni koinbultenicomp viakoinbulteni,1
355, aybeksut bitcoin zengini olunca,1
356,bugun rokete binmis bogalardan buyuk bir shokiyimi bekliyorumbtcparibubinancebitfinex,1
357,ah btc su dolar balonunu bir patlatsada mutlulukla izlesek,1
358,daralan üçgenin sonuna geldikartik dalga oluşuyorve yön yukari kirilirsa artik üçgenden kurtulup üzerimizdeki kara bulutlari atariz düşünüyorum ,1
359,hocam btcden umutlusunuz ,1
360, k dan terste kalanlar eylül ayı güzel olacak btcbitcoin,1
361,ben tarih veriyorumbtc,1
362,yarın güzel şeyler görelim artıkseviyesini geçelim rahatlayalım,1
363,tekrar lider olmak isterse sadecehafta yeter ,1
364,btc ayrı bir dünya zaten kraleth vezirkral tatile çıkar stabilize olursa vezir yönetir orduyu olay diyebiliriz ,1
365,şahsen btcdolarken tanıştımo yüzden bana k dan k inmesi sadece bir düzeltme olarak geldiği konu buraya geldibelkide balon olan çökmekte olan alışılmış berbat finansal sistemdir yerine bambaşka bir sistem gelmesi gerekiyodurbunu bir düşünün,1
366,abi bandı genişyatay kalsada hareketleri sertsen grafik atıyorsun bakıyorum bitcoinbin dolara yükselmişnerden baksan günlük hareketleridolar arasındadüşünsene hareketin onsta yaşandığını ülkeler batar ,1
367, btc ara ara düzeltmeler yapıyoryapmaya devam edecektirdestek noktalarını sağlamlaştırıyor ,1
368,upbit listelendi işleme açılmadı henüz açıldığında asıl yükselişi yaşatır umuyorum,1
369,lun bugün yükselmiş kaçırmışım ben onu,1
370,şu an hacim olarak diğer bitcoin altcoin borsalarının toplamındankat fazla hacime sahipbinancebitfinex i̇nsanlar epey güveniyor ,1
371,daha güldüğümüz günler olur umarım sağlıcakla kalın ,1
372,hadi bizebcpt,1
373, xvg sayesindeocak ayında bitcoin almış olacağım inşallah,1
374,bitcoin yazmıştımrep i örnek olsun vermiştimama evet ayın si bir ay çık bir ay in şeklinde gidiyordu şimdiye kadarsadece şubat kısa sürdüğü bugün ayınu yani belkide cidden çıkışa devam edecektirfakat benim içim hala razı değilbekliyorum,1
375,vadeli i̇şlem carteli eskiden olduğubtc fiyatını baskılayamıyorancak sud indirebiliyorlar tepki olarakdakika içindebitcoin kendini toparlıyorve önemlisi artık fud satışları gelmiyorgüzel günler yakında altcoincryptocurrency,1
376,btc k satmayın diyorlardı gençlerbtcdirençyüksek dirençben olsam riske girmem alırım dipten aldıysanızmarketi izlerim bir kaç günkarı realize edin ayı piyasada,1
377,btc bizi pump liyor hocam sıkıntı yok,1
378,bitcoin alın diyorsunstratejisi olmayana strateji oluşturma dersleri ,1
379,kral adamdır,1
380,omisego almaya calisiyorumsaticilar inatciyukari dogru cikis isareti gordumrsi dogruluyorbenim dememle hareket etmeyinkendime notsu anki fiyatbtc,1
381,bitcoin yükselişte alalım sayın hocam ,1
382,mak hocam btc usd bazında yükseldiği bunlarda otomatikman yükselmiyor btc bazında artmış ona bakmak lazım değil mi,1
383, btcethltceosstormxvgada kanal dışı hareket pozisyonunu uzun bir süre koruduğuna göre füzeyi hazırlayabilirizdemedi denmesin ,1
384, bitcoin balondur yok asıl finansal piyasa balonunu patlatacak iğnedir muhabbetleri dönmeye başladıysabtc bey geliyorüstüne çin ’ den bir yasak haberi gelse tam olucak not edin demişti dersiniz,1
385,budur ,1
386,dnt iost sabahtan beri yerinde sayıklıyorcok yukselecek ,1
387,ü sonunda aştık arkadaşlar bir aksilik olmazsa e kadar yolumuz varbtc,1
388,kmdbtc hacimde geldiyukseliş trendi başladiizleyelim ,1
389,fazla btc si olanlara guzel bir residence twittercomalpercankayastatus …,1
390,bu yeşillikler boğa işareti miyoksa btc nin stabil kalmasından sebep ufak toparlanmalar olarak değerlendirilmeli ,1
391, buyuk bir satis var hocam duzeltme beklerken bizi terste birakacak hacim satislar guvensizlik veriyor btc devam ediyor degisik piyasa,1
392,monex grubu coinchek firmasini satin almis yukselia bundan,1
393,abi sorma yukselirken bile terste kaldik,1
394,btc ü aşarsa e kadar yolu var,1
395,i̇şte herkes yavaş yavaş satıyor sattıkça yükselecek küçük yatırımcı satarsa bitcoin yükselir ,1
396, ay oldu den satış bekliyordu elimdekilerin tümünihayet biraz önce çıkmış gitmişportfolyoda btc görmeyeli uzun zaman olmuştudarısı trxe,1
397,btc cikiyo kimse bise soylemiyo,1
398,hocam sizce btc deki yükselişi sağlayan önemli ky şortlarındaki fazlalık mıdır,1
399,hocam hacim dusuk yukselis trendi var yapacagimizi sasirdik artik simdi bir haber var btc yukselmesini sagladi,1
400, cryptokemalsayende btc yükseldikendini feda ettiğin saol ,1
401,hazır işler düzeltirken hesababtc atalım bize çorba parası gelsin kxetdcghbnykjbqpywyfxlxafjavht ,1
402,teşekkür ederim ilk fırsatta yazacağım elinizde btc tutun derim,1
403,ncash burda iyi dip yaptı düşmemeli fakat ben btc pump ı beklediğim bugün pek öneride bulunmuyorum,1
404,btc eski seviyesine gelirseörneğin tadından yenmezgerçek kar zaman ortaya çıkar ,1
405,bitcoin fiyatı şubat ’ ta yeni bir rekora i̇mza atabilir httpbitcoinindiacomnewsbitcoinfiyatubattayenibirrekoramzaatabilir …,1
406,boğa bana göre uzakta lakin,1
407,şimdi baktmtlye varbitcoinin geleceği şimdi umutlandm,1
408,pundi icin diyorsan evetcizdigim trend cizgileri onemli direnc olacakustune atarsafibosunu test edecektirbtc rsi ongurum olursa subat ayini iyi gecirebilirizyoksa cikislar mal kitleme olur ,1
409, aldigim bitcoinbin tl seviyelerdeydi anbinlerde pazar bir umut yeni haftaya yeni rekorlar bekliyorumbugüngünlerdenbitcoin,1
410,bitcoin fiyatı şubatta yeni bir rekora i̇mza atabilir kriptokoincombitcoinfiyatisubattayenibirrekoraimzaatabilir …,1
411,çok büyük merakımı giderdintuttuğun bitcoin olsun inşallah,1
412,yapsın devlete ait kripto parayı allah aşkına ambargo deleceksen işte btc daş orada duruyor,1
